URL,Width,Height,Type,Aspect Ratio
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2071_300px.jpg",300,552,img element,0.54
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2070_300px.jpg",535,300,img element,1.78
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2069_300px.jpg",300,549,img element,0.55
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2068_300px.jpg",300,558,img element,0.54
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2067_300px.jpg",300,386,img element,0.78
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2066_300px.jpg",300,525,img element,0.57
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2065_300px.jpg",300,523,img element,0.57
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2064_300px.jpg",300,523,img element,0.57
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2063_300px.jpg",300,525,img element,0.57
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2062_300px.jpg",300,527,img element,0.57
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2061_300px.jpg",300,525,img element,0.57
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2060_300px.jpg",300,523,img element,0.57
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2059_300px.jpg",300,525,img element,0.57
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2058_300px.jpg",300,521,img element,0.58
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2057_300px.jpg",404,300,img element,1.35
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2056_300px.jpg",300,435,img element,0.69
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2055_300px.jpg",300,440,img element,0.68
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2054_300px.jpg",300,431,img element,0.70
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2053_300px.jpg",300,440,img element,0.68
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2052_300px.jpg",426,300,img element,1.42
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2051_300px.jpg",404,300,img element,1.35
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2050_300px.jpg",401,300,img element,1.34
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2049_300px.jpg",408,300,img element,1.36
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2048_300px.jpg",394,300,img element,1.31
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2047_300px.jpg",300,300,img element,1.00
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2046_300px.jpg",300,300,img element,1.00
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2045_300px.jpg",300,300,img element,1.00
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2044_300px.jpg",402,300,img element,1.34
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2043_300px.jpg",401,300,img element,1.34
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2042_300px.jpg",300,448,img element,0.67
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2041_300px.jpg",300,448,img element,0.67
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2040_300px.jpg",300,448,img element,0.67
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2039_300px.jpg",300,448,img element,0.67
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2038_300px.jpg",448,300,img element,1.49
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2037_300px.jpg",300,448,img element,0.67
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2036_300px.jpg",300,448,img element,0.67
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2035_300px.jpg",300,448,img element,0.67
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2034_300px.jpg",300,448,img element,0.67
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2033_300px.jpg",300,448,img element,0.67
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2032_300px.jpg",300,448,img element,0.67
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2031_300px.jpg",300,448,img element,0.67
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2030_300px.jpg",300,448,img element,0.67
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2029_300px.jpg",300,448,img element,0.67
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2028_300px.jpg",448,300,img element,1.49
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2027_300px.jpg",300,448,img element,0.67
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2026_300px.jpg",300,448,img element,0.67
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2025_300px.jpg",448,300,img element,1.49
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2024_300px.jpg",300,448,img element,0.67
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2023_300px.jpg",300,448,img element,0.67
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2022_300px.jpg",300,448,img element,0.67
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2021_300px.jpg",300,448,img element,0.67
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2020_300px.jpg",448,300,img element,1.49
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2019_300px.jpg",300,448,img element,0.67
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2018_300px.jpg",300,448,img element,0.67
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2017_300px.jpg",300,448,img element,0.67
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2016_300px.jpg",300,448,img element,0.67
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2015_300px.jpg",448,300,img element,1.49
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2014_300px.jpg",300,448,img element,0.67
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2013_300px.jpg",300,448,img element,0.67
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2012_300px.jpg",300,448,img element,0.67
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2011_300px.jpg",300,448,img element,0.67
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2010_300px.jpg",300,448,img element,0.67
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2009_300px.jpg",300,448,img element,0.67
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2008_300px.jpg",448,300,img element,1.49
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2007_300px.jpg",300,448,img element,0.67
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2006_300px.jpg",300,448,img element,0.67
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2005_300px.jpg",300,448,img element,0.67
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2004_300px.jpg",300,448,img element,0.67
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2003_300px.jpg",300,448,img element,0.67
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2002_300px.jpg",300,448,img element,0.67
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2001_300px.jpg",300,448,img element,0.67
"https://fapello.com/content/c/h/christina-model/3000/christina-model_2000_300px.jpg",300,448,img element,0.67
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1999_300px.jpg",300,448,img element,0.67
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1998_300px.jpg",300,448,img element,0.67
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1997_300px.jpg",300,448,img element,0.67
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1996_300px.jpg",300,448,img element,0.67
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1995_300px.jpg",300,448,img element,0.67
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1994_300px.jpg",300,448,img element,0.67
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1993_300px.jpg",300,448,img element,0.67
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1992_300px.jpg",300,448,img element,0.67
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1991_300px.jpg",300,448,img element,0.67
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1990_300px.jpg",300,448,img element,0.67
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1989_300px.jpg",300,448,img element,0.67
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1988_300px.jpg",300,448,img element,0.67
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1987_300px.jpg",608,300,img element,2.03
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1986_300px.jpg",608,300,img element,2.03
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1985_300px.jpg",608,300,img element,2.03
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1984_300px.jpg",608,300,img element,2.03
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1983_300px.jpg",300,436,img element,0.69
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1982_300px.jpg",300,300,img element,1.00
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1981_300px.jpg",300,300,img element,1.00
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1980_300px.jpg",300,300,img element,1.00
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1979_300px.jpg",300,478,img element,0.63
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1978_300px.jpg",300,388,img element,0.77
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1977_300px.jpg",300,388,img element,0.77
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1976_300px.jpg",300,386,img element,0.78
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1975_300px.jpg",593,300,img element,1.98
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1974_300px.jpg",400,300,img element,1.33
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1973_300px.jpg",400,300,img element,1.33
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1972_300px.jpg",400,300,img element,1.33
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1971_300px.jpg",400,300,img element,1.33
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1970_300px.jpg",400,300,img element,1.33
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1969_300px.jpg",400,300,img element,1.33
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1968_300px.jpg",400,300,img element,1.33
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1967_300px.jpg",400,300,img element,1.33
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1966_300px.jpg",400,300,img element,1.33
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1965_300px.jpg",400,300,img element,1.33
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1964_300px.jpg",400,300,img element,1.33
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1963_300px.jpg",400,300,img element,1.33
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1962_300px.jpg",400,300,img element,1.33
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1961_300px.jpg",400,300,img element,1.33
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1960_300px.jpg",300,300,img element,1.00
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1959_300px.jpg",300,300,img element,1.00
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1958_300px.jpg",300,300,img element,1.00
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1957_300px.jpg",398,300,img element,1.33
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1956_300px.jpg",300,457,img element,0.66
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1955_300px.jpg",457,300,img element,1.52
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1954_300px.jpg",300,370,img element,0.81
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1953_300px.jpg",300,457,img element,0.66
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1952_300px.jpg",300,457,img element,0.66
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1951_300px.jpg",300,457,img element,0.66
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1950_300px.jpg",533,300,img element,1.78
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1949_300px.jpg",300,452,img element,0.66
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1948_300px.jpg",300,457,img element,0.66
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1947_300px.jpg",300,397,img element,0.76
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1946_300px.jpg",300,400,img element,0.75
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1945_300px.jpg",300,375,img element,0.80
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1944_300px.jpg",300,429,img element,0.70
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1943_300px.jpg",533,300,img element,1.78
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1942_300px.jpg",506,300,img element,1.69
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1941_300px.jpg",533,300,img element,1.78
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1940_300px.jpg",300,457,img element,0.66
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1939_300px.jpg",300,442,img element,0.68
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1938_300px.jpg",300,457,img element,0.66
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1937_300px.jpg",300,457,img element,0.66
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1936_300px.jpg",533,300,img element,1.78
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1935_300px.jpg",300,300,img element,1.00
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1934_300px.jpg",447,300,img element,1.49
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1933_300px.jpg",300,449,img element,0.67
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1932_300px.jpg",300,452,img element,0.66
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1931_300px.jpg",300,457,img element,0.66
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1930_300px.jpg",383,300,img element,1.28
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1929_300px.jpg",513,300,img element,1.71
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1928_300px.jpg",533,300,img element,1.78
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1927_300px.jpg",300,567,img element,0.53
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1926_300px.jpg",300,442,img element,0.68
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1925_300px.jpg",300,412,img element,0.73
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1924_300px.jpg",300,563,img element,0.53
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1923_300px.jpg",346,300,img element,1.15
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1922_300px.jpg",341,300,img element,1.14
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1921_300px.jpg",347,300,img element,1.16
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1920_300px.jpg",300,522,img element,0.57
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1919_300px.jpg",533,300,img element,1.78
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1918_300px.jpg",300,549,img element,0.55
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1917_300px.jpg",300,449,img element,0.67
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1916_300px.jpg",300,342,img element,0.88
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1915_300px.jpg",300,400,img element,0.75
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1914_300px.jpg",300,521,img element,0.58
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1913_300px.jpg",300,526,img element,0.57
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1912_300px.jpg",300,529,img element,0.57
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1911_300px.jpg",300,562,img element,0.53
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1910_300px.jpg",300,540,img element,0.56
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1909_300px.jpg",300,546,img element,0.55
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1908_300px.jpg",300,531,img element,0.56
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1907_300px.jpg",300,684,img element,0.44
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1906_300px.jpg",300,526,img element,0.57
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1905_300px.jpg",555,300,img element,1.85
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1904_300px.jpg",370,300,img element,1.23
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1903_300px.jpg",466,300,img element,1.55
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1902_300px.jpg",496,300,img element,1.65
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1901_300px.jpg",558,300,img element,1.86
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1900_300px.jpg",548,300,img element,1.83
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1899_300px.jpg",434,300,img element,1.45
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1898_300px.jpg",300,494,img element,0.61
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1897_300px.jpg",300,531,img element,0.56
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1896_300px.jpg",300,400,img element,0.75
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1895_300px.jpg",300,400,img element,0.75
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1894_300px.jpg",300,451,img element,0.67
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1893_300px.jpg",300,383,img element,0.78
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1892_300px.jpg",300,384,img element,0.78
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1891_300px.jpg",300,386,img element,0.78
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1890_300px.jpg",300,377,img element,0.80
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1889_300px.jpg",300,338,img element,0.89
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1888_300px.jpg",300,384,img element,0.78
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1887_300px.jpg",300,382,img element,0.79
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1886_300px.jpg",538,300,img element,1.79
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1885_300px.jpg",501,300,img element,1.67
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1884_300px.jpg",499,300,img element,1.66
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1883_300px.jpg",538,300,img element,1.79
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1882_300px.jpg",300,391,img element,0.77
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1881_300px.jpg",300,390,img element,0.77
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1880_300px.jpg",300,378,img element,0.79
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1879_300px.jpg",327,300,img element,1.09
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1878_300px.jpg",321,300,img element,1.07
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1877_300px.jpg",300,367,img element,0.82
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1876_300px.jpg",300,396,img element,0.76
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1875_300px.jpg",300,368,img element,0.82
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1874_300px.jpg",300,403,img element,0.74
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1873_300px.jpg",300,365,img element,0.82
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1872_300px.jpg",300,386,img element,0.78
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1871_300px.jpg",300,397,img element,0.76
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1870_300px.jpg",300,349,img element,0.86
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1869_300px.jpg",300,372,img element,0.81
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1868_300px.jpg",300,377,img element,0.80
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1867_300px.jpg",300,430,img element,0.70
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1866_300px.jpg",300,396,img element,0.76
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1865_300px.jpg",300,386,img element,0.78
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1864_300px.jpg",300,437,img element,0.69
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1863_300px.jpg",300,419,img element,0.72
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1862_300px.jpg",300,456,img element,0.66
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1861_300px.jpg",300,391,img element,0.77
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1860_300px.jpg",300,386,img element,0.78
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1859_300px.jpg",300,388,img element,0.77
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1858_300px.jpg",300,382,img element,0.79
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1857_300px.jpg",300,388,img element,0.77
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1856_300px.jpg",300,389,img element,0.77
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1855_300px.jpg",300,387,img element,0.78
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1854_300px.jpg",300,386,img element,0.78
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1853_300px.jpg",300,388,img element,0.77
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1852_300px.jpg",521,300,img element,1.74
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1851_300px.jpg",300,450,img element,0.67
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1850_300px.jpg",300,395,img element,0.76
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1849_300px.jpg",300,301,img element,1.00
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1848_300px.jpg",300,599,img element,0.50
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1847_300px.jpg",300,508,img element,0.59
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1846_300px.jpg",300,561,img element,0.53
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1845_300px.jpg",300,480,img element,0.63
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1844_300px.jpg",300,481,img element,0.62
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1843_300px.jpg",300,495,img element,0.61
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1842_300px.jpg",300,460,img element,0.65
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1841_300px.jpg",300,393,img element,0.76
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1840_300px.jpg",300,395,img element,0.76
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1839_300px.jpg",300,397,img element,0.76
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1838_300px.jpg",300,487,img element,0.62
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1837_300px.jpg",300,533,img element,0.56
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1836_300px.jpg",300,443,img element,0.68
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1835_300px.jpg",300,549,img element,0.55
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1834_300px.jpg",300,324,img element,0.93
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1833_300px.jpg",300,343,img element,0.87
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1832_300px.jpg",300,428,img element,0.70
"https://fapello.com/content/c/h/christina-model/2000/christina-model_1831_300px.jpg",300,449,img element,0.67
